Date,Open,High,Low,Close,Volume
2010-07-23,7746.994205796609,7781.984279473875,7739.0044963969285,7761.1845703125,4402800
2010-07-26,7787.034181428526,7807.034089885003,7765.6446308952145,7787.41455078125,3916600
2010-07-27,7806.214087535963,7806.214087535963,7747.97412109375,7747.97412109375,3609200
2010-07-28,7736.5544200060185,7786.194329436063,7726.364525256744,7784.7744140625,4175400
2010-07-29,7778.704682394418,7799.534177038541,7738.444612493769,7798.95458984375,4541000
2010-07-30,7765.214334248576,7781.2044951805165,7731.154432092492,7760.59423828125,4154600
2010-08-02,7829.153218947932,7917.913056528259,7829.153218947932,7911.64306640625,5231200
2010-08-03,7961.643047051198,7970.5429078908855,7915.7931632136215,7957.49267578125,5229600
2010-08-04,7960.26275284473,7978.123021274817,7938.88296954658,7972.623046875,4822400
2010-08-05,8010.032372499085,8018.702742116141,7921.942940620168,7936.81298828125,6156600
2010-08-06,7938.052851854677,7963.2626953125,7922.253120795057,7963.2626953125,4304800
2010-08-09,7974.632604149832,8040.902313568388,7971.152639965763,8034.45263671875,4990400
2010-08-10,8054.2520758821365,8054.2520758821365,7975.342291568146,7976.70263671875,5258800
2010-08-11,7923.532580695679,7956.862502157765,7869.483030060986,7894.99267578125,4870400
2010-08-12,7789.424014239717,7837.343714974489,7776.624268620587,7829.75390625,4390000
2010-08-13,7845.943085523701,7906.312918826694,7830.423138973807,7891.54296875,4814200
2010-08-16,7884.242941864258,7941.18310546875,7850.093199103229,7941.18310546875,4424600
2010-08-17,7962.66293803344,7973.112596170767,7931.052734375,7931.052734375,5046000
2010-08-18,7978.482655302164,7984.532431657806,7897.14319247501,7924.06298828125,5324400
2010-08-19,7925.442887287212,7948.692778471534,7886.693068646674,7928.90283203125,4969400
2010-08-20,7915.123103751202,7941.572686965912,7904.972760642276,7927.27294921875,4005400
2010-08-23,7938.173027062231,8013.082834779957,7924.063229429526,7975.89306640625,4635000
2010-08-24,7983.582806952093,7990.452892033144,7940.60302734375,7940.60302734375,4714600
2010-08-25,7889.5334767008735,7889.5334767008735,7736.9443359375,7736.9443359375,5725600
2010-08-26,7743.2844230115215,7758.104667755447,7666.47471558095,7689.705078125,4425200
2010-08-27,7702.554780002175,7722.875,7662.19510044719,7722.875,3458600
2010-08-30,7797.2238629661915,7806.87420915575,7737.244158676617,7741.16455078125,3380800
2010-08-31,7669.274657559472,7687.434729983377,7577.065122257129,7616.24462890625,4190400
2010-09-01,7643.574819997678,7679.394968274046,7625.685253577972,7668.21484375,3612200
2010-09-02,7764.764448177524,7780.494357020833,7715.274927432109,7720.78466796875,4080600
2010-09-03,7770.894316517655,7830.173828125,7770.894316517655,7830.173828125,4494800
2010-09-06,7879.663138843735,7902.522894620158,7841.793199750932,7890.9130859375,4269000
2010-09-07,7914.342632331221,7922.03253754335,7876.632848882572,7884.36279296875,4480400
2010-09-08,7866.313406410809,7898.722923210203,7824.613405601742,7851.2734375,4209200
2010-09-09,7901.793639622588,7903.43376877801,7817.8340658580855,7835.50390625,4295800
2010-09-10,7900.522900068583,7911.622945517995,7859.293113515866,7890.07275390625,4179400
2010-09-13,7961.942983719945,8091.26220703125,7946.943053420099,8091.26220703125,5166600
2010-09-14,8121.642628608666,8132.5625,8081.752676305187,8132.5625,4819400
2010-09-15,8152.592336690406,8163.7822265625,8113.932846764894,8163.7822265625,4851200
2010-09-16,8174.812151398172,8182.76182152824,8099.71240234375,8099.71240234375,4603800
2010-09-17,8150.902377807438,8197.782532853043,8134.262317774742,8158.29248046875,5165000
2010-09-20,8174.8423406325965,8195.702596396372,8161.782342015638,8186.92236328125,4425800
2010-09-21,8249.55931043661,8251.379614044461,8177.3599560978155,8196.3603515625,4656400
2010-09-23,8201.639652637134,8223.179586556233,8154.930407983855,8202.5,4565800
2010-09-24,8182.122487050194,8190.92225122497,8129.172535510909,8166.58251953125,4142800
2010-09-27,8239.0725355673,8240.822527535123,8189.342295070968,8191.50244140625,4624400
2010-09-28,8201.771915867379,8211.382223308829,8173.222242251814,8189.40234375,3635400
2010-09-29,8241.61034786637,8286.889424748058,8218.710068504863,8240.849609375,5151200
2010-09-30,8259.200091008102,8267.50962093261,8204.799964791786,8237.740234375,4496600
2010-10-01,8259.039966696577,8260.240156180154,8220.690543572055,8244.1396484375,3893000
2010-10-04,8261.120044060784,8299.999738091421,8240.62990917643,8246.0595703125,5026400
2010-10-05,8217.820227393795,8217.820227393795,8155.2599859742095,8200.3896484375,4383800
2010-10-06,8296.190370720504,8301.349525472227,8267.57039186213,8283.990234375,5662000
2010-10-07,8304.870015734406,8310.75963570519,8270.269597033557,8283.8798828125,5161200
2010-10-08,8306.279971695045,8309.869798010468,8231.979551297169,8244.150390625,4236200
2010-10-11,8277.742211277653,8277.742211277653,8165.162650808447,8176.72216796875,3743400
2010-10-12,8176.662195758096,8180.352120016091,8058.55239308948,8090.1826171875,4025600
2010-10-13,8116.652297233135,8143.152174329513,8067.832699434505,8106.62255859375,3692600
2010-10-14,8181.469891975588,8252.159977144107,8178.299985549614,8215.41015625,4537400
2010-10-15,8216.830021665824,8242.729309348024,8184.250102520486,8205.259765625,4791800
2010-10-18,8209.351356485779,8209.351356485779,8057.082535483165,8060.50244140625,4396000
2010-10-19,8044.862310902562,8074.64244518564,8018.272591399049,8046.1923828125,3176000
2010-10-20,7993.393185222224,8131.152313347348,7992.773070904391,8124.58251953125,3668000
2010-10-21,8135.532206495676,8171.452450561035,8109.752540541504,8131.1923828125,4223400
2010-10-22,8169.4721612957355,8173.992160021294,8148.222259109682,8168.0224609375,3782000
2010-10-25,8203.970222874059,8307.549801750356,8199.450713407881,8306.9404296875,3311400
2010-10-26,8336.910186388957,8353.82026148732,8318.969842797364,8343.1904296875,3161600
2010-10-27,8369.709580831623,8372.479098707012,8285.690455328458,8291.0,2910600
2010-10-28,8314.96014809434,8386.249845479882,8281.47983980862,8354.009765625,3361800
2010-10-29,8348.349313205083,8348.349313205083,8278.679727940209,8287.0498046875,2584200
2010-11-01,8343.479665299348,8407.8699826362,8343.479665299348,8379.7099609375,3116000
2010-11-02,8380.019361877708,8390.059352767012,8344.7197265625,8344.7197265625,3004600
2010-11-03,8394.489748581105,8398.259261633577,8273.429786129667,8293.8603515625,3449400
2010-11-04,8321.320487305211,8367.150345876924,8317.82050407229,8357.8095703125,2705000
2010-11-05,8444.7695527177,8458.429644236034,8420.610487513808,8449.2998046875,4335000
2010-11-08,8473.619912588774,8473.619912588774,8416.16022454388,8430.5400390625,3672600
2010-11-09,8430.660227028699,8457.37006133955,8421.089959899658,8445.58984375,2671000
2010-11-10,8457.049774080222,8471.530174221798,8425.200315608588,8450.58984375,3159000
2010-11-11,8436.979491858454,8458.450093090376,8422.91998826817,8436.91015625,2604800
2010-11-12,8404.389222917242,8416.309087401714,8309.32034470753,8316.009765625,2601400
2010-11-15,8287.789809829324,8301.309275391626,8226.669989607728,8240.6103515625,2337600
2010-11-16,8234.180063170958,8324.469667315603,8234.180063170958,8312.169921875,2166200
2010-11-17,8249.910183360535,8284.469586060402,8228.200327715538,8255.5,2068400
2010-11-18,8285.509755476283,8286.879866041156,8238.729708156916,8283.41015625,1930800
2010-11-19,8344.619931407977,8372.119798846179,8283.229602337127,8306.080078125,2313000
2010-11-22,8343.280424463326,8391.209882819405,8334.380076389625,8374.8701171875,2074600
2010-11-23,8388.21943989775,8396.449869080587,8323.769554423176,8328.58984375,2436200
2010-11-24,8277.290134223958,8337.150196918437,8277.290134223958,8297.009765625,2207400
2010-11-25,8337.860409534545,8355.349583484254,8330.879974256612,8349.9501953125,2383800
2010-11-26,8371.229207414624,8371.229207414624,8312.1103515625,8312.1103515625,2532000
2010-11-29,8399.729336189976,8401.379718917431,8331.46989720553,8367.1298828125,2661400
2010-11-30,8384.5995512271,8443.339504693244,8363.92972820026,8372.4404296875,3732200
2010-12-01,8430.559990955668,8520.0703125,8428.600039228728,8520.0703125,4202800
2010-12-02,8597.969669481126,8641.089585581345,8572.610412742582,8585.7294921875,4731800
2010-12-03,8630.83981185381,8659.579912795283,8618.219753258274,8623.9697265625,3710800
2010-12-06,8675.410279466347,8718.490159379411,8675.410279466347,8702.1904296875,3623200
2010-12-07,8715.95990753139,8715.95990753139,8654.450424843328,8704.349609375,3208800
2010-12-08,8727.839732932212,8729.660037058435,8683.94052081523,8703.75,3183800
2010-12-09,8769.299733792272,8782.78014088415,8736.729570265157,8753.7998046875,4398800
2010-12-10,8740.66982139707,8744.629764149433,8684.009925344772,8718.7900390625,3880200
2010-12-13,8748.59955415175,8764.469598607828,8736.50000022825,8736.5498046875,3237800
2010-12-14,8771.860207398255,8789.209737296373,8717.490339274998,8740.3896484375,3574600
2010-12-15,8755.28027979151,8756.669921875,8698.370383756741,8756.669921875,3622600
2010-12-16,8770.700247559782,8797.940357743415,8767.400457916472,8782.16015625,3719600
2010-12-17,8828.00971953999,8860.33965086519,8817.469728336195,8817.8603515625,4232000
2010-12-20,8861.049382914081,8861.049382914081,8740.25989539389,8768.6796875,3183800
2010-12-21,8802.820425570351,8827.75,8772.550055051868,8827.75,2753200
2010-12-22,8847.22955192963,8865.379860536072,8834.280391694967,8860.4501953125,3464800
2010-12-23,8891.369175008575,8914.298756823757,8874.829212180475,8898.8291015625,4002600
2010-12-24,8910.570088784683,8911.36988985825,8860.96972696846,8861.0595703125,3616800
2010-12-27,8866.629024512438,8908.37883194128,8828.629199786785,8892.2685546875,3458600
2010-12-28,8919.219507652893,8919.219507652893,8839.79017866674,8870.7197265625,3177200
2010-12-29,8878.059517251319,8893.09948839533,8844.629980714613,8866.3095703125,4915200
2010-12-30,8883.1690590422,8920.748964133305,8871.029466500557,8907.869140625,3983000
2010-12-31,8936.069502284023,8990.338785453918,8932.598815024507,8972.458984375,4857800
2011-01-03,9039.588802064221,9041.279224069536,8994.459124345225,9025.2587890625,5067400
2011-01-04,9045.069117484243,9046.138448546946,8988.539101752136,8997.1494140625,5270400
2011-01-05,9014.279513008243,9027.119298644146,8812.320466156718,8846.26953125,5796600
2011-01-06,8866.189531522841,8883.1689453125,8813.589188453168,8883.1689453125,4362200
2011-01-07,8905.209402340912,8907.069745422355,8738.889848069524,8782.6796875,4500800
2011-01-10,8798.009855666796,8817.83984375,8762.460212399146,8817.83984375,2885200
2011-01-11,8810.729069416098,8935.228497672813,8794.729142893148,8931.3193359375,3573400
2011-01-12,8991.968626428063,9000.739094114755,8955.428754539298,8964.958984375,3922200
2011-01-13,9034.128638512535,9034.128638512535,8948.189578104257,8975.5390625,3951000
2011-01-14,8985.298769475448,8998.098515651784,8937.459144413546,8972.46875,2756200
2011-01-17,8998.8482936624,9006.318962455469,8921.149431982421,8925.048828125,3579600
2011-01-18,8889.799276066717,9003.409109182447,8886.989718575343,8987.958984375,3723200
2011-01-19,9023.258102367143,9092.238252315188,9005.727909948017,9085.9775390625,3935000
2011-01-20,9059.758617993548,9063.478327645824,9017.75880892946,9022.12890625,3066400
2011-01-21,8935.249110878716,8980.498903610647,8892.228800122075,8954.3388671875,3170400
2011-01-24,8983.548664022876,8993.518344885311,8927.449311801935,8947.7490234375,2580000
2011-01-25,9001.699171534188,9032.258602444446,8991.3486328125,8991.3486328125,2925600
2011-01-26,9010.368373567782,9072.717693817884,9009.137910523657,9055.5478515625,3204800
2011-01-27,9093.498087426482,9126.887581826019,9092.92777755753,9102.2880859375,3296800
2011-01-28,9122.118270540208,9154.887651324194,9095.668196677581,9145.3076171875,3372600
2011-02-08,9220.647934087117,9220.647934087117,9085.368284118813,9111.41796875,3854200
2011-02-09,9107.918484738651,9129.83830679382,8992.598697388985,9006.779296875,3537600
2011-02-10,8962.029704739647,8979.308923320958,8836.51953125,8836.51953125,3685600
2011-02-11,8842.369035744157,8842.369035744157,8574.610515301953,8609.8203125,4563000
2011-02-14,8666.57039943965,8715.929546898346,8626.620388293166,8685.4296875,3074000
2011-02-15,8679.080274647458,8753.009622764375,8565.010485800885,8721.8896484375,3209400
2011-02-16,8740.280147707228,8767.04955594198,8702.769577894553,8712.919921875,2959800
2011-02-17,8738.66966906808,8745.610066755104,8669.729557246581,8683.83984375,3118400
2011-02-18,8763.650753488582,8874.459822128574,8763.650753488582,8843.7998046875,3326600
2011-02-21,8867.11999062558,8867.11999062558,8797.210151048002,8839.1796875,2736800
2011-02-22,8744.769202857882,8744.769202857882,8613.300083180893,8673.6298828125,3728400
2011-02-23,8604.279919567067,8673.159479023348,8521.20999704018,8528.900390625,3337800
2011-02-24,8561.120025684831,8633.199765933396,8541.599609375,8541.599609375,2738400
2011-02-25,8597.830086413764,8634.99983522954,8470.0504079077,8599.6103515625,3641600
2011-03-01,8611.750531111069,8734.200164663895,8611.750531111069,8727.51953125,2811800
2011-03-02,8675.329820470532,8709.529856924612,8619.8603515625,8619.8603515625,2677400
2011-03-03,8661.590195372442,8758.84951535486,8661.590195372442,8738.330078125,3099000
2011-03-04,8815.479350347287,8829.1902253532,8771.849666398628,8784.3603515625,3112800
2011-03-07,8769.829820442206,8769.829820442206,8706.339877798984,8713.75,2288200
2011-03-08,8692.059825028224,8768.269437147412,8692.059825028224,8747.7099609375,2487400
2011-03-09,8810.309294249142,8824.36977678473,8730.7002835323,8749.9794921875,2811200
2011-03-10,8754.369600607848,8754.369600607848,8635.709994062368,8642.8603515625,2763000
2011-03-11,8566.870121440834,8593.669800887723,8513.46998036607,8567.7802734375,2422200
2011-03-14,8616.249547585441,8616.249547585441,8395.070899499411,8519.9794921875,3309000
2011-03-15,8493.78877951325,8519.858965254449,8070.480779133239,8234.740234375,4871800
2011-03-16,8317.339878381064,8371.979264016083,8257.040363719923,8324.5400390625,3250800
2011-03-17,8190.460406592014,8282.650390625,8150.690579311617,8282.650390625,3048000
2011-03-18,8343.750243055369,8399.129861731522,8312.840234232472,8394.7099609375,3085400
2011-03-21,8421.62033493126,8508.159964794337,8394.180034994199,8467.669921875,2464000
2011-03-22,8523.229420517106,8552.780062700343,8508.0,8508.0,2781400
2011-03-23,8529.889719426588,8551.080049823628,8481.92021763236,8545.0400390625,2474600
2011-03-24,8589.669859739057,8603.389522250794,8550.55969076386,8576.3603515625,2431800
2011-03-25,8645.329915462771,8658.00954400112,8587.799909546058,8610.349609375,2449400
2011-03-28,8587.950031793116,8604.199955722703,8549.21974435036,8553.01953125,1942800
2011-03-29,8538.400661368556,8596.5302734375,8522.530618097117,8596.5302734375,2214000
2011-03-30,8605.790226513678,8671.549687620394,8605.790226513678,8646.26953125,2544000
2011-03-31,8683.650388823811,8685.400380754487,8608.01011260593,8683.259765625,2411400
2011-04-01,8697.799838217881,8705.08984375,8654.360584891736,8705.08984375,1912600
2011-04-06,8772.090204928227,8859.979455825409,8767.170305306896,8851.9404296875,2992600
2011-04-07,8884.798905900863,8901.6787109375,8828.87924168288,8901.6787109375,2638400
2011-04-08,8904.39936840857,8929.018395506684,8862.449366542103,8894.4990234375,3122600
2011-04-11,8922.708788168908,8922.708788168908,8836.33906990222,8880.228515625,2322000
2011-04-12,8839.1791986003,8839.1791986003,8708.820421300097,8732.5498046875,2297200
2011-04-13,8727.910394518032,8780.16015625,8700.04040442255,8780.16015625,2134800
2011-04-14,8787.710029075895,8835.349460825304,8772.259904038334,8802.6904296875,2277200
2011-04-15,8828.589336220011,8834.029740921653,8716.66016277117,8718.080078125,2372400
2011-04-18,8752.519356293898,8764.610121054595,8703.070364740503,8714.4404296875,2042400
2011-04-19,8643.36032908038,8658.929592855118,8592.19064437432,8638.509765625,2233000
2011-04-20,8704.440923969089,8813.240234375,8698.930206817098,8813.240234375,2643200
2011-04-21,8893.02959257668,8992.038904852057,8892.018855017204,8957.609375,3689400
2011-04-22,8980.388621573933,8992.628799976494,8956.029357965073,8969.388671875,2776600
2011-04-25,9015.868842037224,9037.048432484115,8950.708984375,8950.708984375,2696800
2011-04-26,8893.96899811537,8966.819250127335,8866.699591860834,8948.0986328125,2392200
2011-04-27,9012.239425377375,9060.4589333845,9012.239425377375,9049.208984375,3110000
2011-04-28,9088.928492265723,9099.70871679592,9021.31942399191,9040.728515625,3087000
2011-04-29,9050.449024687396,9058.739026002777,8943.94950961491,9007.8291015625,3385400
2011-05-03,9014.288749590169,9018.658846741733,8895.20921741868,8946.0390625,2675400
